tmdbId,original_language,original_title,popularity,release_date,title,score_tmdb,votes_tmdb,movieId,imdbId,genres,year,worldwide_gross,budget,company,country,director,domestic_gross,runtime,score_imdb,star,votes_imdb,writer,votes_ml,score_ml
1574,en,Chicago,7.82,2002-12-26,Chicago,7.1,1216,5991,299658,Comedy|Crime|Drama|Musical,2002.0,306776732.0,45000000.0,Miramax,USA,Rob Marshall,170687518.0,113,7.2,Renée Zellweger,184943,Bill Condon,11592,3.5284679089026914
590,en,The Hours,8.746,2002-12-27,The Hours,7.3,806,5992,274558,Drama|Romance,2002.0,41597830.0,25000000.0,Paramount Pictures,USA,Stephen Daldry,41675994.0,110,7.6,Meryl Streep,108353,Michael Cunningham,4978,3.6843109682603457
13560,en,Max,3.97,2002-09-10,Max,6.3,48,5993,290210,Drama,2002.0,0.0,11000000.0,AAMPI Inc.,Hungary,Menno Meyjes,527019.0,106,6.6,John Cusack,6491,Menno Meyjes,221,3.323529411764706
29339,en,Nicholas Nickleby,4.849,2002-12-27,Nicholas Nickleby,6.9,75,5994,309912,Drama|Romance,2002.0,0.0,10000000.0,United Artists Film Corporation,UK,Douglas McGrath,1587173.0,132,7.2,Charlie Hunnam,9963,Charles Dickens,496,3.5544354838709675
423,en,The Pianist,10.282,2002-09-17,The Pianist,8.3,3651,5995,253474,Drama|War,2002.0,120072577.0,35000000.0,R.P. Productions,France,Roman Polanski,32572577.0,150,8.5,Adrien Brody,558449,Ronald Harwood,18209,4.044456038222857
28028,en,Sonny,2.458,2002-10-26,Sonny,5.0,27,5996,305973,Crime|Drama,2002.0,0.0,0.0,Gold Circle Films,USA,Nicolas Cage,17639.0,110,5.7,James Franco,3628,John Carlen,53,2.792452830188679
12090,en,Just Married,6.892,2003-01-09,Just Married,5.4,651,6006,305711,Comedy|Romance,2003.0,101564935.0,18000000.0,Twentieth Century Fox Film Corporation,USA,Shawn Levy,56127162.0,95,5.4,Ashton Kutcher,60573,Sam Harper,1870,2.681016042780749
9582,en,A Guy Thing,6.157,2003-01-17,A Guy Thing,5.5,135,6012,295289,Comedy|Romance,2003.0,17432163.0,20000000.0,Metro-Goldwyn-Mayer (MGM),USA,Chris Koch,15408822.0,101,5.6,Jason Lee,14915,Greg Glienna,520,2.8211538461538463
10628,en,Kangaroo Jack,5.165,2003-01-17,Kangaroo Jack,4.4,325,6013,257568,Action|Comedy,2003.0,0.0,60000000.0,Castle Rock Entertainment,USA,David McNally,66934963.0,89,4.4,Anthony Anderson,25060,Steve Bing,959,1.908237747653806
11078,en,National Security,7.441,2003-01-17,National Security,5.6,393,6014,271668,Action|Comedy,2003.0,50097949.0,0.0,Columbia Pictures Corporation,USA,Dennis Dugan,35764982.0,88,5.6,Martin Lawrence,41326,Jay Scherick,837,2.6690561529271206
598,pt,Cidade de Deus,10.895,2002-02-05,City of God,8.3,3095,6016,317248,Action|Adventure|Crime|Drama|Thriller,2002.0,30641770.0,3300000.0,O2 Filmes,Brazil,Fernando Meirelles,7563397.0,130,8.7,Alexandre Rodrigues,580295,Paulo Lins,21558,4.184896558122275
13199,en,American Me,4.339,1992-03-13,American Me,7.5,57,6022,103671,Drama,1992.0,0.0,16000000.0,Olmos Productions,USA,Edward James Olmos,13086430.0,125,7.2,Edward James Olmos,6417,Floyd Mutrux,241,3.4107883817427385
26393,en,Breaking Up,2.706,1997-10-17,Breaking Up,3.5,16,6024,118772,Comedy|Romance,1997.0,11690.0,0.0,Greenlight Productions,USA,Robert Greenwald,11690.0,90,4.9,Russell Crowe,2387,Michael Cristofer,64,2.7890625
15278,en,CB4,3.112,1993-03-12,CB4,6.2,58,6025,106500,Comedy,1993.0,17953778.0,0.0,Imagine Entertainment,USA,Tamra Davis,17953778.0,89,6.2,Chris Rock,7711,Chris Rock,292,2.9794520547945207
14667,en,Dogfight,3.145,1991-09-13,Dogfight,7.1,44,6027,101748,Drama|Romance,1991.0,0.0,0.0,Not specified,USA,Nancy Savoca,394631.0,94,7.5,River Phoenix,6927,Bob Comfort,531,3.712806026365348
53027,en,Mystery Date,1.844,1991-08-16,Mystery Date,5.6,18,6033,102500,Comedy,1991.0,6166819.0,10000000.0,Orion Pictures,USA,Jonathan Wacks,6166819.0,97,6.0,Ethan Hawke,2180,Parker Bennett,77,2.9025974025974026
41927,en,Tune in Tomorrow...,1.4,1990-10-26,Tune in Tomorrow...,5.5,6,6038,100822,Comedy|Romance,1990.0,0.0,0.0,Odyssey,USA,Jon Amiel,1794001.0,107,6.2,Barbara Hershey,1518,Mario Vargas Llosa,68,3.176470588235294
10727,en,Darkness Falls,6.798,2003-01-24,Darkness Falls,5.1,240,6040,282209,Horror|Thriller,2003.0,0.0,11000000.0,Revolution Studios,USA,Jonathan Liebesman,32551396.0,86,5.0,Chaney Kley,27228,Joe Harris,749,2.42456608811749
61807,it,Ethan Frome,2.726,1993-03-12,Ethan Frome,6.0,18,6049,106833,Drama,1993.0,0.0,0.0,American Playhouse,UK,John Madden,296081.0,99,6.3,Liam Neeson,1798,Richard Nelson,94,2.904255319148936
12253,en,Biker Boyz,5.593,2003-01-31,Biker Boyz,5.4,109,6057,326769,Action|Crime|Drama,2003.0,23510601.0,0.0,DreamWorks,USA,Reggie Rock Bythewood,21701045.0,110,4.6,Laurence Fishburne,11532,Michael Gougis,233,2.2060085836909873
9358,en,Final Destination 2,8.197,2003-01-31,Final Destination 2,6.1,1864,6058,309593,Horror|Thriller,2003.0,90426405.0,26000000.0,New Line Cinema,USA,David R. Ellis,46961214.0,90,6.2,A.J. Cook,129165,J. Mackye Gruber,2769,2.901950162513543
1647,en,The Recruit,8.525,2003-01-31,The Recruit,6.3,827,6059,292506,Action|Thriller,2003.0,101191884.0,46000000.0,Touchstone Pictures,USA,Roger Donaldson,52802140.0,115,6.6,Al Pacino,118822,Roger Towne,3789,3.3879651623119558
9027,en,The Guru,5.547,2002-08-21,The Guru,5.1,113,6060,280720,Comedy|Romance,2002.0,0.0,11000000.0,Universal Pictures,UK,Daisy von Scherler Mayer,3034181.0,94,5.4,Jimi Mistry,13953,Tracey Jackson,598,2.717391304347826
10894,en,May,5.312,2002-01-13,May,6.4,249,6063,303361,Drama|Horror,2002.0,150277.0,500000.0,2 Loop Films,USA,Lucky McKee,150277.0,93,6.7,Angela Bettis,28449,Lucky McKee,736,3.3654891304347827
15802,ja,トパーズ,4.17,1992-01-06,Tokyo Decadence,6.1,28,6070,105622,Drama,1992.0,0.0,0.0,Cinemabrain,Japan,Ryû Murakami,277813.0,135,6.1,Miho Nikaido,2276,Ryû Murakami,80,3.1375
26454,en,Deliver Us from Eva,2.9,2003-02-07,Deliver Us from Eva,6.3,31,6154,301181,Comedy|Romance,2003.0,0.0,0.0,Baltimore Spring Creek Productions,USA,Gary Hardwick,17334912.0,105,6.1,Gabrielle Union,4889,James Iver Mattson,140,2.767857142857143
9919,en,How to Lose a Guy in 10 Days,11.139,2003-02-07,How to Lose a Guy in 10 Days,6.5,1669,6155,251127,Comedy|Romance,2003.0,177371441.0,50000000.0,Lynda Obst Productions,USA,Donald Petrie,105813373.0,116,6.4,Kate Hudson,172078,Michele Alexander,6181,3.1778029445073614
6038,en,Shanghai Knights,9.019,2003-02-06,Shanghai Knights,6.0,1172,6156,300471,Action|Adventure|Comedy,2003.0,88323487.0,50000000.0,Touchstone Pictures,USA,David Dobkin,60476872.0,114,6.2,Jackie Chan,87352,Alfred Gough,3896,3.0888090349075976
9480,en,Daredevil,12.328,2003-02-14,Daredevil,5.1,2666,6157,287978,Action|Crime,2003.0,179179718.0,78000000.0,Marvel Enterprises,USA,Mark Steven Johnson,431881.0,103,5.3,Ben Affleck,185444,Mark Steven Johnson,7144,2.529115341545353
14873,en,The Jungle Book 2,8.416,2003-02-07,The Jungle Book 2,5.8,543,6158,283426,Animation|Children,2003.0,135680000.0,20000000.0,Disney Television Animation,USA,Steve Trenbirth,47887943.0,72,5.4,John Goodman,12558,Karl Geurs,350,2.3685714285714288
13132,en,All the Real Girls,2.801,2003-08-01,All the Real Girls,6.1,44,6159,299458,Drama|Romance,2003.0,0.0,2500000.0,Jasmine Productions Inc.,USA,David Gordon Green,548712.0,108,6.9,Zooey Deschanel,9474,David Gordon Green,453,3.554083885209713
1956,en,Gerry,4.832,2002-09-20,Gerry,6.3,123,6162,302674,Adventure|Drama,2002.0,0.0,3500000.0,Epsilon Motion Pictures,USA,Gus Van Sant,236266.0,103,6.2,Casey Affleck,15933,Casey Affleck,354,3.1624293785310735
12112,fr,À la folie... pas du tout,4.091,2002-03-27,He Loves Me... He Loves Me Not,6.7,118,6163,291579,Romance|Thriller,2002.0,5126264.0,0.0,Téléma,France,Laetitia Colombani,1009827.0,92,7.2,Audrey Tautou,16938,Laetitia Colombani,558,3.661290322580645
50380,en,Lockdown,1.748,2000-09-15,Lockdown,6.4,17,6164,196708,Drama,2000.0,0.0,0.0,Evolution Entertainment,USA,John Luessenhop,449482.0,105,6.3,Richard T. Jones,2134,Preston A. Whitmore II,19,2.9210526315789473
12139,en,Dennis the Menace,8.226,1993-06-23,Dennis the Menace,5.6,586,6166,106701,Comedy,1993.0,117270765.0,0.0,Warner Bros.,USA,Nick Castle,51270765.0,94,5.5,Walter Matthau,47507,Hank Ketcham,1422,2.3755274261603376
33221,en,Into the West,1.22,1992-10-23,Into the West,6.5,17,6173,104522,Adventure|Children,1992.0,0.0,0.0,Channel Four Films,Ireland,Mike Newell,4790801.0,100,7.0,Gabriel Byrne,2324,Jim Sheridan,107,3.532710280373832
59201,en,Kinjite: Forbidden Subjects,2.124,1989-02-03,Kinjite: Forbidden Subjects,4.7,20,6174,97670,Crime|Thriller,1989.0,0.0,0.0,Golan-Globus Productions,USA,J. Lee Thompson,3416846.0,97,5.4,Charles Bronson,2162,Harold Nebenzal,53,2.2452830188679247
26172,en,Messenger of Death,1.811,1988-09-16,Messenger of Death,5.9,19,6175,95626,Thriller,1988.0,0.0,0.0,"Cannon Group, The",USA,J. Lee Thompson,3074681.0,91,5.5,Charles Bronson,1806,Rex Burns,16,2.25
33055,en,Murphy's Law,1.823,1986-04-18,Murphy's Law,5.8,38,6177,91575,Action,1986.0,0.0,6000000.0,Golan-Globus Productions,USA,J. Lee Thompson,9947631.0,100,5.9,Charles Bronson,3561,Gail Morgan Hickman,81,3.0123456790123457
33851,en,A Prayer for the Dying,3.346,1987-09-11,A Prayer for the Dying,5.9,31,6179,93771,Action|Drama,1987.0,1432687.0,6000000.0,"Samuel Goldwyn Company, The",UK,Mike Hodges,1432687.0,107,6.4,Mickey Rourke,3731,Jack Higgins,60,3.2916666666666665
31598,en,Q & A,3.276,1990-04-27,Q & A,6.3,37,6180,100442,Crime|Drama,1990.0,0.0,0.0,Regency International Pictures,USA,Sidney Lumet,11207891.0,132,6.5,Nick Nolte,4235,Edwin Torres,119,3.142857142857143
16072,en,Gods and Generals,4.822,2003-02-21,Gods and Generals,5.9,72,6186,279111,Action|Drama|War,2003.0,12923936.0,56000000.0,Turner Pictures (I),USA,Ron Maxwell,12870569.0,219,6.3,Stephen Lang,13829,Jeff Shaara,376,2.88031914893617
11615,en,The Life of David Gale,7.331,2003-02-21,The Life of David Gale,7.4,847,6187,289992,Crime|Drama|Thriller,2003.0,38955598.0,50000000.0,Universal Pictures,USA,Alan Parker,19593740.0,130,7.6,Kevin Spacey,94693,Charles Randolph,2720,3.6832720588235293
11635,en,Old School,9.106,2003-02-21,Old School,6.6,841,6188,302886,Comedy,2003.0,87055349.0,24000000.0,DreamWorks,USA,Todd Phillips,75585093.0,88,7.2,Luke Wilson,193885,Court Crandall,7588,3.598708487084871
102,da,Elsker dig for evigt,4.089,2002-09-06,Open Hearts,7.4,35,6192,315543,Romance,2002.0,0.0,0.0,Det Danske Filminstitut,Denmark,Susanne Bier,122308.0,113,7.6,Sonja Richter,8429,Anders Thomas Jensen,191,3.667539267015707
14293,en,Poolhall Junkies,3.009,2002-06-07,Poolhall Junkies,6.7,36,6193,273982,Comedy|Drama|Thriller,2002.0,0.0,4000000.0,Gold Circle Films,USA,Mars Callahan,562059.0,99,7.0,Mars Callahan,8858,Mars Callahan,361,3.4750692520775623
10623,en,Cradle 2 the Grave,7.89,2003-02-28,Cradle 2 the Grave,5.8,368,6196,306685,Action|Crime|Drama|Thriller,2003.0,56489558.0,30000000.0,Warner Bros.,USA,Andrzej Bartkowiak,34604054.0,101,5.8,Jet Li,36878,John O'Brien,676,2.8224852071005917
9613,en,Spider,5.18,2002-12-13,Spider,6.6,305,6197,278731,Drama|Mystery,2002.0,0.0,8000000.0,Odeon Films,Canada,David Cronenberg,1641788.0,98,6.8,Ralph Fiennes,31663,Patrick McGrath,1237,3.415925626515764
7015,en,American Heart,2.113,1992-03-17,American Heart,6.6,20,6198,103670,Crime|Drama,1992.0,0.0,10000000.0,Avenue Pictures,USA,Martin Bell,384048.0,113,6.8,Jeff Bridges,2634,Peter Silverman,80,3.3875
21867,en,Lady Jane,2.905,1986-02-07,Lady Jane,6.9,34,6201,91374,Drama|Romance,1986.0,0.0,8500000.0,Capital Equipment Leasing,UK,Trevor Nunn,277646.0,136,7.2,Helena Bonham Carter,5364,Chris Bryant,286,3.589160839160839
6524,en,Life Stinks,4.588,1991-07-26,Life Stinks,5.6,78,6203,102303,Comedy,1991.0,0.0,13000000.0,Brooksfilms,USA,Mel Brooks,4102526.0,92,5.8,Mel Brooks,7979,Mel Brooks,222,2.65990990990991
11244,en,The Meteor Man,2.868,1993-08-06,The Meteor Man,4.7,46,6204,107563,Comedy,1993.0,0.0,30000000.0,Metro-Goldwyn-Mayer (MGM),USA,Robert Townsend,8023147.0,100,5.0,Robert Townsend,5627,Robert Townsend,237,2.2763713080168775
77233,en,Mr. North,1.648,1988-07-22,Mr. North,4.9,4,6205,95665,Comedy|Drama,1988.0,1221366.0,0.0,Heritage Entertainment Inc.,USA,Danny Huston,1221366.0,93,5.9,Anthony Edwards,1077,Thornton Wilder,44,2.7954545454545454
21801,en,The Slaughter Rule,3.086,2002-01-01,The Slaughter Rule,6.6,15,6207,266971,Drama,2002.0,0.0,500000.0,Solaris,USA,Alex Smith,13134.0,112,6.1,Ryan Gosling,2098,Alex Smith,55,2.8545454545454545
10678,en,Bringing Down the House,4.903,2003-03-07,Bringing Down the House,5.6,306,6212,305669,Comedy,2003.0,132675402.0,33000000.0,Touchstone Pictures,USA,Adam Shankman,132716677.0,105,5.6,Steve Martin,31366,Jason Filardi,1360,2.733455882352941
9567,en,Tears of the Sun,8.115,2003-03-07,Tears of the Sun,6.5,913,6213,314353,Action|Drama|Thriller,2003.0,85632458.0,70000000.0,Cheyenne Enterprises,USA,Antoine Fuqua,43734876.0,121,6.6,Bruce Willis,99418,Alex Lasker,2062,3.2041707080504365
979,fr,Irréversible,9.751,2002-05-22,Irreversible,7.1,948,6214,290673,Crime|Drama|Mystery|Thriller,2002.0,792.0,0.0,120 Films,France,Gaspar Noé,753501.0,97,7.4,Monica Bellucci,95140,Gaspar Noé,1875,3.5762666666666667
13819,en,Laurel Canyon,9.342,2002-05-18,Laurel Canyon,6.0,82,6215,298408,Drama,2002.0,0.0,0.0,Sony Pictures Classics,USA,Lisa Cholodenko,3663356.0,103,6.4,Frances McDormand,13565,Lisa Cholodenko,656,3.3871951219512195
24186,en,The Safety of Objects,1.343,2002-10-25,The Safety of Objects,7.0,22,6217,256359,Drama,2001.0,0.0,0.0,Renaissance Films,UK,Rose Troche,319125.0,121,6.6,Glenn Close,3853,A.M. Homes,161,3.3229813664596275
455,en,Bend It Like Beckham,5.846,2002-04-11,Bend It Like Beckham,6.2,1032,6218,286499,Comedy|Drama|Romance,2002.0,76578641.0,0.0,Kintop Pictures,UK,Gurinder Chadha,32543449.0,112,6.7,Parminder Nagra,94400,Gurinder Chadha,9670,3.4837642192347467
10632,en,The Hunted,6.948,2003-03-11,The Hunted,6.0,298,6219,269347,Action|Drama|Thriller,2003.0,34234008.0,55000000.0,Lakeshore Entertainment,USA,William Friedkin,34238611.0,94,6.0,Tommy Lee Jones,37835,David Griffiths,748,2.9017379679144386
10929,en,Willard,4.733,2003-03-14,Willard,5.9,127,6220,310357,Drama|Horror|Thriller,2003.0,0.0,22000000.0,New Line Cinema,Canada,Glen Morgan,6886089.0,100,6.2,Crispin Glover,15832,Glen Morgan,585,2.8273504273504275
44968,en,Born Yesterday,2.625,1993-03-26,Born Yesterday,5.2,39,6233,106466,Comedy|Romance,1993.0,0.0,0.0,Hollywood Pictures,USA,Luis Mandoki,17952857.0,100,5.1,Melanie Griffith,3296,Garson Kanin,231,2.803030303030303
8996,de,Europa Europa,3.629,1990-11-14,Europa Europa,7.3,82,6235,99776,Drama|War,1990.0,0.0,0.0,Central Cinema Company Film (CCC),Germany,Agnieszka Holland,5575738.0,112,7.7,Solomon Perel,12706,Paul Hengge,1020,3.9323529411764704
12157,en,Green Card,6.176,1990-12-23,Green Card,6.1,190,6238,99699,Comedy|Drama|Romance,1990.0,29888235.0,0.0,Touchstone Pictures,France,Peter Weir,29888235.0,103,6.2,Gérard Depardieu,19613,Peter Weir,1448,2.9861878453038675
71142,en,One Good Cop,1.741,1991-05-03,One Good Cop,5.1,22,6240,102593,Action|Crime|Drama,1991.0,0.0,4000000.0,Hollywood Pictures,USA,Heywood Gould,11276846.0,114,5.8,Michael Keaton,3226,Heywood Gould,133,2.8533834586466167
45129,hi,Salaam Bombay!,2.058,1988-08-24,Salaam Bombay!,7.6,27,6244,96028,Drama,1988.0,2080046.0,0.0,Cadrage,UK,Mira Nair,2080046.0,113,8.0,Shafiq Syed,7139,Hriday Lani,362,3.8577348066298343
41164,en,Talent for the Game,1.12,1991-04-26,Talent for the Game,6.0,1,6246,103036,Drama,1991.0,0.0,0.0,Paramount Pictures,USA,Robert M. Young,336396.0,91,5.9,Edward James Olmos,624,David Himmelstein,26,3.0
6171,en,Dreamcatcher,6.578,2003-03-21,Dreamcatcher,5.3,858,6250,285531,Drama|Horror|Sci-Fi|Thriller,2003.0,75715436.0,68000000.0,Castle Rock Entertainment,USA,Lawrence Kasdan,33715436.0,136,5.5,Morgan Freeman,80087,Stephen King,2240,2.6839285714285714
13691,en,Piglet's Big Movie,6.888,2003-03-16,Piglet's Big Movie,6.4,148,6251,323642,Animation|Children,2003.0,0.0,0.0,Disneytoon Studios,USA,Francis Glebas,23103423.0,75,6.0,John Fiedler,5240,Brian Hohlfeld,250,2.646
11523,en,View from the Top,6.587,2003-03-21,View from the Top,5.1,251,6252,264150,Comedy|Romance,2003.0,15614000.0,30000000.0,Miramax,USA,Bruno Barreto,15589458.0,87,5.2,Gwyneth Paltrow,22332,Eric Wald,724,2.721685082872928
28881,en,Wind,1.279,1992-09-11,Wind,6.5,11,6261,105824,Action|Romance,1992.0,5519569.0,29000000.0,American Zoetrope,USA,Carroll Ballard,5519569.0,126,6.5,Matthew Modine,2123,Jeff Benjamin,93,3.193548387096774
9341,en,The Core,8.346,2003-03-28,The Core,5.6,792,6264,298814,Action|Drama|Sci-Fi|Thriller,2003.0,74208267.0,60000000.0,Paramount Pictures,USA,Jon Amiel,31186896.0,135,5.5,Aaron Eckhart,81258,Cooper Layne,2432,2.6042351973684212
9776,en,Head of State,6.266,2003-03-28,Head of State,5.4,112,6265,325537,Comedy,2003.0,0.0,35200000.0,DreamWorks,USA,Chris Rock,37788228.0,95,5.4,Chris Rock,15690,Chris Rock,579,2.744386873920553
10735,en,What a Girl Wants,8.902,2003-03-27,What a Girl Wants,6.0,751,6266,286788,Comedy|Drama|Romance,2003.0,0.0,20000000.0,Warner Bros.,USA,Dennie Gordon,35990505.0,105,5.8,Amanda Bynes,51247,William Douglas-Home,1464,3.139344262295082
12516,ja,夢,6.467,1990-05-11,Dreams,7.6,160,6270,100998,Drama|Fantasy,1990.0,0.0,12000000.0,Warner Bros.,Japan,Akira Kurosawa,1963207.0,119,7.8,Akira Terao,19625,Akira Kurosawa,843,3.891459074733096
41938,en,Physical Evidence,2.72,1989-01-27,Physical Evidence,5.1,17,6274,98093,Crime|Thriller,1989.0,0.0,17000000.0,Columbia Pictures Corporation,USA,Michael Crichton,3560932.0,99,5.1,Burt Reynolds,1238,Steve Ransohoff,21,2.357142857142857
79615,sv,Square Dance,1.007,1987-03-01,Square Dance,5.2,5,6275,94020,Drama|Romance,1987.0,225358.0,0.0,Island Pictures,USA,Daniel Petrie,225358.0,112,6.1,Jason Robards,730,Alan Hines,21,2.4285714285714284
8409,en,A Man Apart,7.654,2003-04-04,A Man Apart,5.9,397,6280,266465,Action|Crime|Drama|Thriller,2003.0,44350926.0,36000000.0,"""DIA"" Productions GmbH & Co. KG",USA,F. Gary Gray,26183197.0,109,6.1,Vin Diesel,40381,Christian Gudegast,602,2.8538205980066444
1817,en,Phone Booth,9.333,2002-09-09,Phone Booth,6.8,1783,6281,183649,Drama|Thriller,2002.0,97837138.0,13000000.0,Fox 2000 Pictures,USA,Joel Schumacher,46566212.0,81,7.1,Colin Farrell,221926,Larry Cohen,7707,3.3477358245750617
11299,ja,カウボーイビバップ 天国の扉,6.855,2001-09-01,Cowboy Bebop: The Movie,7.6,284,6283,275277,Action|Animation|Sci-Fi|Thriller,2001.0,0.0,0.0,Bandai Visual Company,Japan,Shinichirô Watanabe,1000045.0,115,7.9,Beau Billingslea,35003,Marc Handler,3601,3.889475145792835
7294,fi,Mies vailla menneisyyttä,5.208,2002-03-01,The Man Without a Past,7.2,110,6286,311519,Comedy|Crime|Drama,2002.0,0.0,0.0,Bavaria Film,Finland,Aki Kaurismäki,921547.0,97,7.7,Markku Peltola,18741,Aki Kaurismäki,1396,3.845272206303725
9506,en,Anger Management,8.871,2003-04-11,Anger Management,6.0,1541,6287,305224,Comedy,2003.0,195745823.0,75000000.0,Revolution Studios,USA,Peter Segal,135645823.0,106,6.2,Jack Nicholson,180365,David Dorfman,6339,2.941157911342483
14290,en,Better Luck Tomorrow,2.67,2002-01-12,Better Luck Tomorrow,6.6,35,6288,280477,Crime|Drama,2002.0,0.0,250000.0,Cherry Sky Films,USA,Justin Lin,3802390.0,101,7.2,Parry Shen,8218,Ernesto Foronda,530,3.5150943396226415
2662,en,House of 1000 Corpses,6.245,2003-04-11,House of 1000 Corpses,6.1,557,6290,251736,Horror,2003.0,16829545.0,7000000.0,Spectacle Entertainment Group,USA,Rob Zombie,12634962.0,89,6.0,Sid Haig,64612,Rob Zombie,1216,2.929276315789474
42383,en,XX/XY,3.49,2002-01-11,XX/XY,5.4,12,6293,245573,Drama|Romance,2002.0,0.0,0.0,Robbins Entertainment,USA,Austin Chick,103874.0,91,6.0,Mark Ruffalo,2877,Austin Chick,120,2.95
11817,en,Bulletproof Monk,7.17,2003-03-28,Bulletproof Monk,5.3,429,6294,245803,Action|Adventure|Sci-Fi,2003.0,0.0,52000000.0,Metro-Goldwyn-Mayer (MGM),USA,Paul Hunter,23020488.0,104,5.5,Yun-Fat Chow,43940,Ethan Reiff,2049,2.8201561737432894
24621,en,Chasing Papi,2.887,2003-04-16,Chasing Papi,6.0,23,6295,323572,Comedy,2003.0,6126237.0,0.0,Fox 2000 Pictures,USA,Linda Mendoza,6126237.0,80,4.8,Eduardo Verástegui,3577,Laura Angelica Simon,83,2.4216867469879517
13370,en,A Mighty Wind,4.427,2003-04-16,A Mighty Wind,6.9,108,6296,310281,Comedy|Musical,2003.0,18750246.0,0.0,Castle Rock Entertainment,USA,Christopher Guest,17508936.0,91,7.3,Christopher Guest,23253,Christopher Guest,3531,3.6618521665250636
8326,en,Holes,6.724,2003-04-18,Holes,6.7,640,6297,311289,Adventure|Children|Comedy|Mystery,2003.0,0.0,20000000.0,Walt Disney Pictures,USA,Andrew Davis,67406573.0,117,7.1,Shia LaBeouf,63052,Louis Sachar,3525,3.516595744680851
13411,en,Malibu's Most Wanted,5.904,2003-04-10,Malibu's Most Wanted,5.0,118,6298,328099,Comedy|Crime,2003.0,0.0,16000000.0,Warner Bros.,USA,John Whitesell,34308901.0,100,5.1,Jamie Kennedy,16779,Fax Bahr,526,2.3802281368821294
14237,en,Brainscan,4.555,1994-04-22,Brainscan,6.0,92,6304,109327,Comedy|Horror|Sci-Fi|Thriller,1994.0,4352094.0,0.0,Admire Productions Ltd.,Canada,John Flynn,4264509.0,96,6.1,Edward Furlong,8826,Brian Owens,198,2.8686868686868685
9930,en,Legal Eagles,4.599,1986-06-18,Legal Eagles,5.9,81,6308,91396,Comedy|Crime|Romance,1986.0,0.0,40000000.0,Universal Pictures,USA,Ivan Reitman,49851591.0,116,5.9,Robert Redford,8374,Ivan Reitman,502,2.8097609561752988
32083,en,Married to It,0.796,1993-03-26,Married to It,6.1,6,6309,107523,Comedy|Drama,1991.0,0.0,14000000.0,Not specified,USA,Arthur Hiller,1989059.0,112,5.9,Beau Bridges,757,Janet Kovalcik,21,2.4761904761904763
107569,en,Memories of Me,1.604,1988-09-28,Memories of Me,5.0,5,6310,95613,Comedy|Drama,1988.0,0.0,12000000.0,Metro-Goldwyn-Mayer (MGM),USA,Henry Winkler,3965604.0,100,5.7,Billy Crystal,789,Eric Roth,30,2.8333333333333335
16651,en,The Other Side of Heaven,3.276,2001-04-12,The Other Side of Heaven,6.4,25,6311,250371,Adventure|Drama,2001.0,4720371.0,7000000.0,3Mark Entertainment,USA,Mitch Davis,4720371.0,113,6.5,Christopher Gorham,3408,Mitch Davis,138,3.4094202898550723
108553,en,Sibling Rivalry,2.871,1990-10-26,Sibling Rivalry,4.9,18,6313,100611,Comedy,1990.0,0.0,0.0,Castle Rock Entertainment,USA,Carl Reiner,17854930.0,87,5.4,Kirstie Alley,2115,Martha Goldhirsh,88,2.653409090909091
12661,en,Undercover Blues,4.693,1993-09-10,Undercover Blues,6.2,64,6314,108442,Comedy|Crime,1993.0,12416686.0,0.0,Metro-Goldwyn-Mayer (MGM),USA,Herbert Ross,12416686.0,90,6.0,Kathleen Turner,6516,Ian Abrams,221,3.0972850678733033
29355,en,Wildcats,3.779,1986-02-14,Wildcats,6.3,70,6315,92214,Comedy,1986.0,0.0,0.0,Hawn / Sylbert Movie Company,USA,Michael Ritchie,26285544.0,106,5.9,Goldie Hawn,10239,Ezra Sacks,412,2.8968446601941746
31633,en,The Marrying Man,3.423,1991-04-05,The Marrying Man,5.4,38,6318,102411,Comedy|Romance,1991.0,12454768.0,26000000.0,Hollywood Pictures,USA,Jerry Rees,12454768.0,115,5.7,Kim Basinger,4445,Neil Simon,151,2.933774834437086
47762,en,Scenes from a Mall,1.723,1991-02-22,Scenes from a Mall,5.1,29,6320,102849,Comedy,1991.0,9563393.0,3000000.0,Touchstone Pictures,USA,Paul Mazursky,9563393.0,89,5.3,Bette Midler,4158,Roger L. Simon,208,2.516826923076923
47329,en,Stella,1.827,1990-02-02,Stella,6.0,14,6321,100691,Drama,1990.0,20240128.0,0.0,"Samuel Goldwyn Company, The",USA,John Erman,20240128.0,109,6.0,Bette Midler,2013,Olive Higgins Prouty,65,2.6153846153846154
10743,en,Confidence,6.452,2003-04-25,Confidence,6.4,188,6322,310910,Crime|Thriller,2003.0,0.0,15000000.0,Lions Gate Films,USA,James Foley,12212417.0,97,6.7,Edward Burns,31315,Doug Jung,1185,3.4506329113924052
2832,en,Identity,11.613,2003-04-25,Identity,7.1,1749,6323,309698,Crime|Horror|Mystery|Thriller,2003.0,90259536.0,30000000.0,Columbia Pictures Corporation,USA,James Mangold,52159536.0,90,7.3,John Cusack,192146,Michael Cooney,6553,3.598809705478407
31459,en,It Runs in the Family,2.95,2003-04-25,It Runs in the Family,5.5,25,6324,311110,Comedy|Drama,2003.0,0.0,0.0,Buena Vista International,USA,Fred Schepisi,7375836.0,100,5.6,Kirk Douglas,4199,Jesse Wigutow,100,2.56
